Campaign,Ad Group,Keyword,Criterion Type,Max CPC,Final URL,Campaign Status,Ad Group Status,Status,Comment
SZ_Search_BayArea_Core,Near Me Repair,sub zero repair near me,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Repair Near Me | Exact
SZ_Search_BayArea_Core,Near Me Repair,sub zero repair near me,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Repair Near Me | Phrase
SZ_Search_BayArea_Core,Near Me Repair,sub zero service near me,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Repair Near Me | Exact
SZ_Search_BayArea_Core,Near Me Repair,sub zero service near me,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Repair Near Me | Phrase
SZ_Search_BayArea_Core,Near Me Repair,sub zero refrigerator repair near me,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Repair Near Me | Exact
SZ_Search_BayArea_Core,Near Me Repair,sub zero refrigerator repair near me,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Repair Near Me | Phrase
SZ_Search_BayArea_Core,Near Me Repair,sub zero technician near me,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Repair Near Me | Exact
SZ_Search_BayArea_Core,Near Me Repair,sub zero technician near me,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Repair Near Me | Phrase
SZ_Search_BayArea_Core,Near Me Repair,who repairs sub zero near me,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Repair Near Me | Exact
SZ_Search_BayArea_Core,Near Me Repair,who repairs sub zero near me,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Repair Near Me | Phrase
SZ_Search_BayArea_Core,Near Me Repair,sub zero appliance repair near me,Exact,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Repair Near Me | Exact
SZ_Search_BayArea_Core,Near Me Repair,sub zero appliance repair near me,Phrase,40.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Repair Near Me | Phrase
SZ_Search_BayArea_Core,Refrigerator Repair,sub zero refrigerator repair,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Fridge Repair | Exact
SZ_Search_BayArea_Core,Refrigerator Repair,sub zero refrigerator repair,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Fridge Repair | Phrase
SZ_Search_BayArea_Core,Refrigerator Repair,repair sub zero refrigerator,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Fridge Repair | Exact
SZ_Search_BayArea_Core,Refrigerator Repair,repair sub zero refrigerator,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Fridge Repair | Phrase
SZ_Search_BayArea_Core,Refrigerator Repair,fix sub zero refrigerator,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Fridge Repair | Exact
SZ_Search_BayArea_Core,Refrigerator Repair,fix sub zero refrigerator,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Fridge Repair | Phrase
SZ_Search_BayArea_Core,Refrigerator Repair,sub zero fridge repair,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Fridge Repair | Exact
SZ_Search_BayArea_Core,Refrigerator Repair,sub zero fridge repair,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Fridge Repair | Phrase
SZ_Search_BayArea_Core,Refrigerator Repair,sub zero refrigerator service,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Fridge Repair | Exact
SZ_Search_BayArea_Core,Refrigerator Repair,sub zero refrigerator service,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Fridge Repair | Phrase
SZ_Search_BayArea_Core,Refrigerator Repair,sub zero fridge service,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Fridge Repair | Exact
SZ_Search_BayArea_Core,Refrigerator Repair,sub zero fridge service,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Fridge Repair | Phrase
SZ_Search_BayArea_Core,Freezer Repair,sub zero freezer repair,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Freezer Repair | Exact
SZ_Search_BayArea_Core,Freezer Repair,sub zero freezer repair,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Freezer Repair | Phrase
SZ_Search_BayArea_Core,Freezer Repair,sub zero freezer service,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Freezer Repair | Exact
SZ_Search_BayArea_Core,Freezer Repair,sub zero freezer service,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Freezer Repair | Phrase
SZ_Search_BayArea_Core,Freezer Repair,sub zero freezer technician,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Freezer Repair | Exact
SZ_Search_BayArea_Core,Freezer Repair,sub zero freezer technician,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Freezer Repair | Phrase
SZ_Search_BayArea_Core,Freezer Repair,fix sub zero freezer,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Freezer Repair | Exact
SZ_Search_BayArea_Core,Freezer Repair,fix sub zero freezer,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Freezer Repair | Phrase
SZ_Search_BayArea_Core,Freezer Repair,sub zero freezer repair near me,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Freezer Repair | Exact
SZ_Search_BayArea_Core,Freezer Repair,sub zero freezer repair near me,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Freezer Repair | Phrase
SZ_Search_BayArea_Core,Freezer Repair,sub zero freezer service near me,Exact,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Freezer Repair | Exact
SZ_Search_BayArea_Core,Freezer Repair,sub zero freezer service near me,Phrase,36.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Freezer Repair | Phrase
SZ_Search_BayArea_Core,Wine Cooler Repair,sub zero wine fridge repair,Exact,34.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Wine Cooler Repair | Exact
SZ_Search_BayArea_Core,Wine Cooler Repair,sub zero wine fridge repair,Phrase,34.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Wine Cooler Repair | Phrase
SZ_Search_BayArea_Core,Wine Cooler Repair,sub zero wine cooler repair,Exact,34.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Wine Cooler Repair | Exact
SZ_Search_BayArea_Core,Wine Cooler Repair,sub zero wine cooler repair,Phrase,34.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Wine Cooler Repair | Phrase
SZ_Search_BayArea_Core,Wine Cooler Repair,sub zero wine refrigerator repair,Exact,34.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Wine Cooler Repair | Exact
SZ_Search_BayArea_Core,Wine Cooler Repair,sub zero wine refrigerator repair,Phrase,34.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Wine Cooler Repair | Phrase
SZ_Search_BayArea_Core,Wine Cooler Repair,sub zero wine fridge service,Exact,34.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Wine Cooler Repair | Exact
SZ_Search_BayArea_Core,Wine Cooler Repair,sub zero wine fridge service,Phrase,34.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Wine Cooler Repair | Phrase
SZ_Search_BayArea_Core,Wine Cooler Repair,sub zero wine cooler service,Exact,34.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Wine Cooler Repair | Exact
SZ_Search_BayArea_Core,Wine Cooler Repair,sub zero wine cooler service,Phrase,34.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Wine Cooler Repair | Phrase
SZ_Search_BayArea_Core,Wine Cooler Repair,sub zero wine fridge not cooling repair,Exact,34.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Wine Cooler Repair | Exact
SZ_Search_BayArea_Core,Wine Cooler Repair,sub zero wine fridge not cooling repair,Phrase,34.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Wine Cooler Repair | Phrase
SZ_Search_BayArea_Core,Fridge Not Cooling,sub zero refrigerator not cooling,Exact,38.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Not Cooling Repair | Exact
SZ_Search_BayArea_Core,Fridge Not Cooling,sub zero refrigerator not cooling,Phrase,38.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Not Cooling Repair | Phrase
SZ_Search_BayArea_Core,Fridge Not Cooling,sub zero fridge not cooling,Exact,38.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Not Cooling Repair | Exact
SZ_Search_BayArea_Core,Fridge Not Cooling,sub zero fridge not cooling,Phrase,38.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Not Cooling Repair | Phrase
SZ_Search_BayArea_Core,Fridge Not Cooling,sub zero fridge stopped cooling,Exact,38.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Not Cooling Repair | Exact
SZ_Search_BayArea_Core,Fridge Not Cooling,sub zero fridge stopped cooling,Phrase,38.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Not Cooling Repair | Phrase
SZ_Search_BayArea_Core,Fridge Not Cooling,sub zero refrigerator stopped cooling,Exact,38.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Not Cooling Repair | Exact
SZ_Search_BayArea_Core,Fridge Not Cooling,sub zero refrigerator stopped cooling,Phrase,38.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Not Cooling Repair | Phrase
SZ_Search_BayArea_Core,Fridge Not Cooling,sub zero refrigerator not cold,Exact,38.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Not Cooling Repair | Exact
SZ_Search_BayArea_Core,Fridge Not Cooling,sub zero refrigerator not cold,Phrase,38.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Not Cooling Repair | Phrase
SZ_Search_BayArea_Core,Fridge Not Cooling,sub zero refrigerator not getting cold,Exact,38.00,https://appliancepros.netlify.app/subzero/,Enabled,Enabled,Enabled,Sub-Zero Not Cooling Repair | Exact
