Campaign,Ad Group,Max CPC,Campaign Status,Ad Group Status,Comment
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo San Francisco Repair,42.00,Enabled,Enabled,Hyper-segmentation: geo | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo San Jose Repair,42.00,Enabled,Enabled,Hyper-segmentation: geo | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Oakland Repair,41.00,Enabled,Enabled,Hyper-segmentation: geo | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Palo Alto Repair,41.00,Enabled,Enabled,Hyper-segmentation: geo | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Mountain View Repair,41.00,Enabled,Enabled,Hyper-segmentation: geo | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Sunnyvale Repair,41.00,Enabled,Enabled,Hyper-segmentation: geo | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo San Mateo Repair,41.00,Enabled,Enabled,Hyper-segmentation: geo | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Redwood City Repair,41.00,Enabled,Enabled,Hyper-segmentation: geo | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Santa Clara Repair,41.00,Enabled,Enabled,Hyper-segmentation: geo | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Geo Fremont Repair,41.00,Enabled,Enabled,Hyper-segmentation: geo | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Wine Cooler Repair,37.00,Enabled,Enabled,Hyper-segmentation: wine | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Wine Cooler Service,36.00,Enabled,Enabled,Hyper-segmentation: wine | service
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Wine Cooler Not Cooling,39.00,Enabled,Enabled,Hyper-segmentation: wine | not_cooling
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Wine Cooler Not Working,39.00,Enabled,Enabled,Hyper-segmentation: wine | not_working
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Ice Maker Repair,41.00,Enabled,Enabled,Hyper-segmentation: ice | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Ice Maker Service,39.00,Enabled,Enabled,Hyper-segmentation: ice | service
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Ice Maker Near Me,42.00,Enabled,Enabled,Hyper-segmentation: ice | near_me
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Ice Maker Technician,40.00,Enabled,Enabled,Hyper-segmentation: ice | technician
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Ice Maker Not Working,42.00,Enabled,Enabled,Hyper-segmentation: ice | not_working
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Ice Maker Not Making Ice,42.00,Enabled,Enabled,Hyper-segmentation: ice | not_making_ice
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Ice Maker Leaking,42.00,Enabled,Enabled,Hyper-segmentation: ice | leaking
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Ice Dispenser Not Working,42.00,Enabled,Enabled,Hyper-segmentation: ice | ice_dispenser_not_working
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Freezer Repair,39.00,Enabled,Enabled,Hyper-segmentation: freezer | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Freezer Service,37.00,Enabled,Enabled,Hyper-segmentation: freezer | service
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Freezer Near Me,41.00,Enabled,Enabled,Hyper-segmentation: freezer | near_me
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Freezer Technician,38.00,Enabled,Enabled,Hyper-segmentation: freezer | technician
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Freezer Not Cooling,42.00,Enabled,Enabled,Hyper-segmentation: freezer | not_cooling
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Freezer Not Freezing,42.00,Enabled,Enabled,Hyper-segmentation: freezer | not_freezing
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Freezer Not Working,42.00,Enabled,Enabled,Hyper-segmentation: freezer | not_working
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Freezer Leaking,42.00,Enabled,Enabled,Hyper-segmentation: freezer | leaking
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Fridge Repair,39.00,Enabled,Enabled,Hyper-segmentation: fridge | repair
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Fridge Service,37.00,Enabled,Enabled,Hyper-segmentation: fridge | service
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Fridge Near Me,41.00,Enabled,Enabled,Hyper-segmentation: fridge | near_me
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Fridge Technician,38.00,Enabled,Enabled,Hyper-segmentation: fridge | technician
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Fridge Not Cooling,42.00,Enabled,Enabled,Hyper-segmentation: fridge | not_cooling
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Fridge Not Freezing,42.00,Enabled,Enabled,Hyper-segmentation: fridge | not_freezing
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Fridge Not Working,42.00,Enabled,Enabled,Hyper-segmentation: fridge | not_working
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Fridge Leaking,42.00,Enabled,Enabled,Hyper-segmentation: fridge | leaking
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Fridge Warm,40.00,Enabled,Enabled,Hyper-segmentation: fridge | warm
SZ_Search_BayArea_Hyper_ExactPhrase_2026_v3,Refrigerator Repair,40.00,Enabled,Enabled,Hyper-segmentation: refrigerator | repair
